open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,timestamp
1640995200000,46210.57,46729.73,46210.55,46650.01,8957.465,1640998799999,416444814.26569,91267,4777.701,222129624.36157,0,2022-01-01 00:00:00
1640998800000,46650.0,46944.56,46570.34,46766.78,7276.249,1641002399999,340380570.81459,73308,3689.837,172618899.69687,0,2022-01-01 01:00:00
1641002400000,46767.44,46917.87,46709.44,46796.14,4478.713,1641005999999,209685983.32128,46403,2103.345,98487220.4072,0,2022-01-01 02:00:00
1641006000000,46796.15,46888.0,46746.32,46789.56,4208.992,1641009599999,197079681.69312,39070,1928.027,90284098.22469,0,2022-01-01 03:00:00
1641009600000,46789.55,46868.74,46605.0,46690.81,6149.298,1641013199999,287229210.68994,63606,2855.818,133405465.06087,0,2022-01-01 04:00:00
1641013200000,46690.81,47566.66,46657.99,47184.18,14988.008,1641016799999,708047313.17553,143532,8193.57,386931696.72681,0,2022-01-01 05:00:00
1641016800000,47184.19,47314.4,46914.84,46972.19,7474.84,1641020399999,352269561.133,67979,3343.354,157600895.17479,0,2022-01-01 06:00:00
1641020400000,46972.19,47247.44,46867.0,47186.83,6227.873,1641023999999,292936111.00053,61729,3478.601,163677285.82538,0,2022-01-01 07:00:00
1641024000000,47186.83,47338.0,47060.74,47117.84,6294.515,1641027599999,297052698.37432,63154,3149.875,148669854.05999,0,2022-01-01 08:00:00
1641027600000,47118.78,47200.0,46920.02,47137.37,5512.434,1641031199999,259413321.38537,61596,2654.172,124913145.40701,0,2022-01-01 09:00:00
1641031200000,47137.01,47293.76,46700.09,46864.09,11859.238,1641034799999,556817130.44292,116532,5498.752,258247611.32864,0,2022-01-01 10:00:00
1641034800000,46867.57,47003.92,46750.0,46755.01,5755.1,1641038399999,269873847.75194,66254,2745.393,128762806.56585,0,2022-01-01 11:00:00
1641038400000,46755.01,47148.0,46755.01,47062.37,6002.673,1641041999999,282054454.11348,69332,3280.959,154162658.86416,0,2022-01-01 12:00:00
1641042000000,47062.37,47200.0,46907.65,47005.55,5855.182,1641045599999,275464587.71129,62060,2589.425,121858091.34821,0,2022-01-01 13:00:00
1641045600000,47005.55,47105.19,46830.23,46909.2,5335.895,1641049199999,250553858.46005,57202,2595.603,121893730.89559,0,2022-01-01 14:00:00
1641049200000,46909.2,47488.64,46860.2,47194.78,11099.98,1641052799999,524149494.41732,114811,5853.755,276418647.21555,0,2022-01-01 15:00:00
1641052800000,47194.77,47500.0,47157.59,47249.99,8978.195,1641056399999,425160916.28585,102216,4302.957,203773416.5414,0,2022-01-01 16:00:00
1641056400000,47250.0,47943.77,47220.03,47733.16,13824.724,1641059999999,658748554.72755,144040,7277.957,346694733.4643,0,2022-01-01 17:00:00
1641060000000,47733.16,47832.04,47400.44,47546.74,9854.73,1641063599999,468936962.76422,91829,4504.064,214384380.99707,0,2022-01-01 18:00:00
1641063600000,47546.74,47603.9,47278.67,47326.98,5808.847,1641067199999,275307014.76965,62929,2847.1,134923235.15419,0,2022-01-01 19:00:00
1641067200000,47326.99,47549.98,47223.0,47385.22,5905.027,1641070799999,279885456.88259,61971,2939.273,139324067.88691,0,2022-01-01 20:00:00
1641070800000,47385.21,47533.59,47262.48,47322.2,5161.124,1641074399999,244636718.13224,47957,2895.982,137285552.62857,0,2022-01-01 21:00:00
1641074400000,47322.19,47484.48,47202.47,47428.16,4628.942,1641077999999,219242035.62439,41729,2287.98,108371744.92161,0,2022-01-01 22:00:00
1641078000000,47428.17,47813.43,47267.08,47704.35,7795.54,1641081599999,370462363.72043,72592,4192.719,199288778.20046,0,2022-01-01 23:00:00
1641081600000,47704.35,47745.61,47352.58,47622.14,8231.279,1641085199999,391560234.07332,72120,3957.364,188246635.24442,0,2022-01-02 00:00:00
1641085200000,47622.14,47633.11,47312.99,47381.21,4396.838,1641088799999,208596271.89121,49031,2099.249,99591904.95703,0,2022-01-02 01:00:00
1641088800000,47381.21,47454.65,47282.5,47374.28,4189.093,1641092399999,198452328.2352,50374,2150.494,101887286.30228,0,2022-01-02 02:00:00
1641092400000,47374.29,47470.0,47263.28,47330.75,4022.971,1641095999999,190488676.9486,43848,1904.813,90200463.00254,0,2022-01-02 03:00:00
1641096000000,47330.76,47418.65,46749.99,46902.11,13039.814,1641099599999,613523563.56306,108795,5479.212,257829428.75259,0,2022-01-02 04:00:00
1641099600000,46903.89,47091.58,46821.92,47077.7,7534.557,1641103199999,353803850.84919,66910,4315.061,202658010.76061,0,2022-01-02 05:00:00
1641103200000,47076.58,47250.0,47005.3,47122.49,5991.521,1641106799999,282322283.00781,55191,3167.439,149254828.23666,0,2022-01-02 06:00:00
1641106800000,47122.49,47294.01,47085.82,47171.04,4750.668,1641110399999,224109267.75057,46357,2594.29,122403539.65425,0,2022-01-02 07:00:00
1641110400000,47171.39,47240.0,46963.66,47211.36,5703.105,1641113999999,268729204.57306,59031,2737.038,128988994.63704,0,2022-01-02 08:00:00
1641114000000,47211.36,47500.0,47135.0,47263.18,8015.488,1641117599999,379368985.12048,76490,4365.48,206627866.88466,0,2022-01-02 09:00:00
1641117600000,47263.18,47345.0,47121.53,47175.95,3869.99,1641121199999,182873956.71743,41847,1756.596,83022103.8232,0,2022-01-02 10:00:00
1641121200000,47175.95,47374.7,47148.16,47231.3,4619.824,1641124799999,218357672.06018,46992,2471.444,116821528.71682,0,2022-01-02 11:00:00
1641124800000,47231.29,47453.05,47002.47,47279.57,9127.342,1641128399999,430901679.62494,90069,4394.504,207466496.76929,0,2022-01-02 12:00:00
1641128400000,47279.58,47291.91,47075.0,47133.07,5431.669,1641131999999,256181256.64552,57723,2703.306,127496193.2706,0,2022-01-02 13:00:00
1641132000000,47133.08,47200.0,47006.66,47110.2,4712.418,1641135599999,222006243.97563,56305,2337.777,110146315.63549,0,2022-01-02 14:00:00
1641135600000,47110.2,47400.0,47068.5,47329.68,7520.711,1641139199999,355263462.06941,82695,3864.141,182545928.07815,0,2022-01-02 15:00:00
1641139200000,47329.68,47888.0,47263.5,47780.0,15064.059,1641142799999,716610741.99466,146998,8078.76,384381699.69576,0,2022-01-02 16:00:00
1641142800000,47780.01,48000.0,47301.0,47402.3,17209.064,1641146399999,819902868.94486,166109,7704.297,367128429.12921,0,2022-01-02 17:00:00
1641146400000,47401.6,47408.7,46605.68,47046.95,22919.292,1641149999999,1076893387.00753,209708,11517.526,541162810.81439,0,2022-01-02 18:00:00
1641150000000,47046.96,47220.0,46836.6,46908.29,8671.035,1641153599999,407571942.58101,89475,4487.416,210945828.89943,0,2022-01-02 19:00:00
1641153600000,46908.66,47051.73,46815.75,47012.47,4540.095,1641157199999,213196253.75005,51480,2329.891,109423939.8075,0,2022-01-02 20:00:00
1641157200000,47012.47,47185.65,46916.95,47023.47,4366.636,1641160799999,205471224.34639,49865,2149.946,101169089.43333,0,2022-01-02 21:00:00
1641160800000,47020.94,47400.0,47014.81,47261.73,5800.066,1641164399999,273988851.88247,68785,3013.811,142358460.71587,0,2022-01-02 22:00:00
1641164400000,47261.81,47469.46,47261.81,47280.0,5067.558,1641167999999,239974115.99532,59046,2401.458,113739788.70358,0,2022-01-02 23:00:00
1641168000000,47280.01,47288.28,47050.0,47059.43,5586.727,1641171599999,263554829.59713,58337,2495.84,117751698.77575,0,2022-01-03 00:00:00
1641171600000,47059.44,47137.75,46935.08,47117.42,5019.993,1641175199999,236120099.40508,52359,2727.04,128288353.04031,0,2022-01-03 01:00:00
1641175200000,47117.42,47117.43,46850.0,47005.39,7658.849,1641178799999,359587947.30588,64787,3613.351,169669638.01967,0,2022-01-03 02:00:00
1641178800000,47005.38,47100.0,46717.26,46802.86,8026.312,1641182399999,376308715.01248,73734,3633.492,170374664.40994,0,2022-01-03 03:00:00
1641182400000,46802.86,46944.43,46750.0,46823.58,4363.434,1641185999999,204433556.07364,45669,2250.483,105442954.53253,0,2022-01-03 04:00:00
1641186000000,46823.57,47217.37,46775.0,47083.37,9147.882,1641189599999,429910541.84017,76211,4806.208,225880421.15408,0,2022-01-03 05:00:00
1641189600000,47083.37,47105.97,46880.0,46930.85,4343.975,1641193199999,204129679.09767,45098,1988.633,93464818.20907,0,2022-01-03 06:00:00
1641193200000,46930.85,47077.99,46857.38,47041.11,3477.953,1641196799999,163326382.16861,41125,1687.421,79246484.11882,0,2022-01-03 07:00:00
1641196800000,47042.77,47133.97,46921.86,46970.01,4450.578,1641200399999,209253760.25491,46951,2102.788,98868375.7168,0,2022-01-03 08:00:00
1641200400000,46970.01,47100.0,46777.0,46979.01,9170.446,1641203999999,430143256.54724,86883,4553.092,213595156.1778,0,2022-01-03 09:00:00
1641204000000,46979.02,47249.78,46978.91,47116.89,10762.26,1641207599999,507247470.7394,101899,5457.265,257212407.77451,0,2022-01-03 10:00:00
1641207600000,47116.15,47436.26,47116.15,47364.11,8852.296,1641211199999,418684031.60061,94204,4819.27,227945105.614,0,2022-01-03 11:00:00
1641211200000,47364.11,47575.22,47170.01,47192.64,13865.483,1641214799999,656724176.22762,127114,6133.7,290586623.3202,0,2022-01-03 12:00:00
1641214800000,47192.63,47356.2,47123.94,47157.33,6724.003,1641218399999,317728411.05456,68028,3543.013,167429386.19289,0,2022-01-03 13:00:00
1641218400000,47157.33,47290.0,46781.35,46874.66,19751.2,1641221999999,928539548.01374,176474,9300.265,437347475.48201,0,2022-01-03 14:00:00
1641222000000,46874.66,47020.0,46560.0,46689.99,17371.377,1641225599999,813158172.75523,159850,8336.371,390344544.35056,0,2022-01-03 15:00:00
1641225600000,46689.99,46790.77,46260.4,46484.0,24388.613,1641229199999,1133442813.68487,230196,11865.33,551508651.45466,0,2022-01-03 16:00:00
1641229200000,46484.0,46800.0,46402.03,46564.54,12073.409,1641232799999,562725399.11432,120847,6226.789,290256169.58356,0,2022-01-03 17:00:00
1641232800000,46564.53,46735.0,46400.02,46469.49,6768.947,1641236399999,315099396.8346,70398,3106.955,144643586.729,0,2022-01-03 18:00:00
1641236400000,46469.49,46646.16,46345.28,46364.55,6132.82,1641239999999,285237875.05986,64855,3010.735,140045368.6916,0,2022-01-03 19:00:00
1641240000000,46364.56,46416.0,45665.4,45904.74,28570.775,1641243599999,1313204655.92583,277438,12843.882,590322571.94938,0,2022-01-03 20:00:00
1641243600000,45904.75,46250.0,45804.65,45974.5,10716.23,1641247199999,493142831.57755,111253,5253.704,241768448.69588,0,2022-01-03 21:00:00
1641247200000,45973.72,46449.99,45953.38,46214.28,8795.719,1641250799999,406392667.51768,92412,4481.634,207096678.62803,0,2022-01-03 22:00:00
1641250800000,46214.28,46579.28,46157.38,46445.81,8762.512,1641254399999,406629566.61405,81596,4815.997,223497360.58981,0,2022-01-03 23:00:00
1641254400000,46445.8,46550.0,46160.0,46251.5,9518.048,1641257999999,441197260.85961,89033,4710.962,218405308.82725,0,2022-01-04 00:00:00
1641258000000,46251.51,46415.0,46050.0,46065.39,6253.336,1641261599999,288959782.46555,68511,2946.092,136151860.90863,0,2022-01-04 01:00:00
1641261600000,46065.38,46275.58,45931.61,46111.81,8395.104,1641265199999,387028466.22295,78631,4158.184,191747509.8346,0,2022-01-04 02:00:00
1641265200000,46111.81,46380.0,46013.13,46313.95,6649.901,1641268799999,307351459.2018,70417,3259.424,150661574.14421,0,2022-01-04 03:00:00
1641268800000,46313.95,46417.51,46020.5,46107.5,7571.024,1641272399999,349851034.84127,84493,3644.305,168408415.84314,0,2022-01-04 04:00:00
1641272400000,46107.54,46298.81,46022.1,46151.49,6182.868,1641275999999,285325383.82829,57367,3016.21,139200681.55076,0,2022-01-04 05:00:00
1641276000000,46151.49,46386.17,46062.8,46359.14,6822.426,1641279599999,315472963.3185,70883,3561.09,164692190.76163,0,2022-01-04 06:00:00
1641279600000,46359.13,46550.89,46304.8,46521.68,8275.239,1641283199999,384264459.98091,89758,3925.766,182324256.15872,0,2022-01-04 07:00:00
1641283200000,46521.69,46690.0,46376.82,46475.02,9523.374,1641286799999,443195880.2327,97620,4533.785,211051903.30432,0,2022-01-04 08:00:00
1641286800000,46476.1,46580.31,46270.54,46355.2,7613.404,1641290399999,353383693.14532,76938,3300.979,153245211.26373,0,2022-01-04 09:00:00
1641290400000,46354.27,46750.0,46288.01,46599.84,11875.214,1641293999999,552635317.90252,100292,6459.825,300603489.60503,0,2022-01-04 10:00:00
1641294000000,46599.85,46739.59,46599.84,46709.98,8725.688,1641297599999,407239302.17498,92167,3990.605,186267003.78917,0,2022-01-04 11:00:00
1641297600000,46709.97,46748.84,46460.17,46628.88,8009.47,1641301199999,372970392.68426,79987,3845.721,179079648.29937,0,2022-01-04 12:00:00
1641301200000,46628.87,47088.0,46390.84,46933.15,17605.575,1641304799999,823549645.72909,162267,9242.027,432394072.28848,0,2022-01-04 13:00:00
1641304800000,46933.14,47427.38,46781.93,47303.01,20458.338,1641308399999,964177983.48036,187612,10348.86,487845813.35819,0,2022-01-04 14:00:00
1641308400000,47303.01,47524.36,46845.0,46925.28,22558.445,1641311999999,1065481989.11599,194388,10308.444,486955663.89825,0,2022-01-04 15:00:00
1641312000000,46925.28,46934.1,46635.0,46767.94,17747.146,1641315599999,830433568.60163,155681,9171.655,429191590.9308,0,2022-01-04 16:00:00
1641315600000,46767.95,46986.54,46523.0,46564.0,10212.957,1641319199999,477861313.69622,94998,4685.572,219306793.06985,0,2022-01-04 17:00:00
1641319200000,46563.99,46719.93,45445.57,45742.69,35836.936,1641322799999,1649452364.77818,317983,16566.271,762629917.74906,0,2022-01-04 18:00:00
1641322800000,45742.7,46450.89,45570.0,46058.09,29098.615,1641326399999,1342048948.86413,250388,15269.432,704216760.42343,0,2022-01-04 19:00:00
1641326400000,46058.09,46430.38,45959.47,46267.79,9977.554,1641329999999,461337358.49119,105062,5090.343,235351125.57009,0,2022-01-04 20:00:00
1641330000000,46266.0,46338.17,46029.5,46230.6,6648.971,1641333599999,307061626.49875,68663,3365.572,155446410.66032,0,2022-01-04 21:00:00
1641333600000,46230.59,46272.62,45963.89,46155.89,6210.366,1641337199999,286538390.82946,72376,2990.548,137993111.81236,0,2022-01-04 22:00:00
1641337200000,46158.63,46160.0,45750.0,45833.42,10379.751,1641340799999,476788169.22441,98091,4894.537,224885217.91271,0,2022-01-04 23:00:00
1641340800000,45833.41,46296.74,45710.23,46260.08,10377.581,1641344399999,477712575.50704,97785,5289.527,243567185.97837,0,2022-01-05 00:00:00
1641344400000,46260.08,46333.0,46109.51,46112.1,6465.996,1641347999999,298892140.61192,59739,2989.826,138210615.07654,0,2022-01-05 01:00:00
1641348000000,46112.11,46405.0,46111.29,46291.45,5215.84,1641351599999,241470299.2772,49464,2888.891,133739830.69508,0,2022-01-05 02:00:00
1641351600000,46291.46,46580.0,46291.44,46409.76,6754.71,1641355199999,313675431.00548,67172,3520.941,163516343.1024,0,2022-01-05 03:00:00
1641355200000,46412.87,46537.0,46349.76,46419.0,5266.075,1641358799999,244502142.82332,50937,2775.544,128890555.49091,0,2022-01-05 04:00:00
1641358800000,46419.0,46419.0,46243.1,46302.72,4295.105,1641362399999,198893031.19114,41204,1839.773,85194511.12139,0,2022-01-05 05:00:00
1641362400000,46302.72,46472.67,46250.59,46454.0,4495.17,1641365999999,208466536.39288,41091,2439.12,113122203.79748,0,2022-01-05 06:00:00
1641366000000,46453.99,46489.97,46325.0,46399.33,4233.442,1641369599999,196466790.11915,43015,1874.602,87007875.70016,0,2022-01-05 07:00:00
1641369600000,46399.34,46677.0,46261.75,46626.53,8680.821,1641373199999,403595124.70572,85830,4576.383,212826812.83662,0,2022-01-05 08:00:00
1641373200000,46624.01,46943.47,46561.75,46850.75,13807.524,1641376799999,645685597.14357,141244,7066.862,330488138.81876,0,2022-01-05 09:00:00
1641376800000,46850.76,47075.29,46703.0,46809.4,12596.823,1641380399999,590077643.21687,129118,6305.358,295397530.33747,0,2022-01-05 10:00:00
1641380400000,46809.4,46839.91,46095.4,46271.93,19806.41,1641383999999,919036125.98993,182874,9105.013,422473640.15183,0,2022-01-05 11:00:00
1641384000000,46271.93,46345.01,45900.0,46228.27,19082.758,1641387599999,880015701.97315,180187,9326.485,430184571.54954,0,2022-01-05 12:00:00
1641387600000,46228.28,46456.57,46100.0,46429.36,14635.57,1641391199999,677703845.6999,132939,7422.911,343761971.04181,0,2022-01-05 13:00:00
