open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,timestamp
1640995200000,46210.57,47566.66,46210.55,47184.18,46058.725,1641016799999,2158867573.96015,457186,23548.298,1103857004.47801,0,2022-01-01 00:00:00
1641016800000,47184.19,47338.0,46700.09,46755.01,43124.0,1641038399999,2028362670.08808,437244,20870.147,981871598.36166,0,2022-01-01 06:00:00
1641038400000,46755.01,47943.77,46755.01,47733.16,51096.649,1641059999999,2416131865.71554,549661,25900.656,1224801278.32921,0,2022-01-01 12:00:00
1641060000000,47733.16,47832.04,47202.47,47704.35,39154.21,1641081599999,1858470551.89352,379007,19667.118,933577759.78881,0,2022-01-01 18:00:00
1641081600000,47704.35,47745.61,46749.99,47077.7,41414.552,1641103199999,1956424925.56058,391078,19906.193,940413729.01947,0,2022-01-02 00:00:00
1641103200000,47076.58,47500.0,46963.66,47231.3,32950.596,1641124799999,1555761369.22953,325908,17092.287,807118861.95263,0,2022-01-02 06:00:00
1641124800000,47231.29,48000.0,47002.47,47402.3,59065.263,1641146399999,2800866253.25502,599899,29082.785,1379165062.5785,0,2022-01-02 12:00:00
1641146400000,47401.6,47469.46,46605.68,47280.0,51364.682,1641167999999,2417095775.56277,528359,25900.048,1218799918.3741,0,2022-01-02 18:00:00
1641168000000,47280.01,47288.28,46717.26,47083.37,39803.197,1641189599999,1869915689.23438,371097,19526.414,917407729.93228,0,2022-01-03 00:00:00
1641189600000,47083.37,47436.26,46777.0,47364.11,41057.508,1641211199999,1932784580.40844,416160,20608.469,970332347.611,0,2022-01-03 06:00:00
1641211200000,47364.11,47575.22,46260.4,46564.54,94174.085,1641232799999,4412318520.85034,882509,45405.468,2127472850.38388,0,2022-01-03 12:00:00
1641232800000,46564.53,46735.0,45665.4,46445.81,69747.003,1641254399999,3219706993.52957,697952,33512.907,1547374015.2837,0,2022-01-03 18:00:00
1641254400000,46445.8,46550.0,45931.61,46151.49,44570.281,1641275999999,2059713387.41947,448452,21735.177,1004575351.10859,0,2022-01-04 00:00:00
1641276000000,46151.49,46750.0,46062.8,46709.98,52835.345,1641297599999,2456191616.75493,527658,25772.05,1198184054.8826,0,2022-01-04 06:00:00
1641297600000,46709.97,47524.36,46390.84,46564.0,96591.931,1641319199999,4534474893.30755,874933,47602.279,2234773581.84494,0,2022-01-04 12:00:00
1641319200000,46563.99,46719.93,45445.57,45833.42,98152.193,1641340799999,4523226858.68612,912563,48176.703,2220522544.12797,0,2022-01-04 18:00:00
1641340800000,45833.41,46580.0,45710.23,46302.72,38375.307,1641362399999,1775145620.4161,366301,19304.502,893119041.46469,0,2022-01-05 00:00:00
1641362400000,46302.72,47075.29,46095.4,46271.93,63620.19,1641383999999,2963327817.56812,623172,31367.338,1461316201.64232,0,2022-01-05 06:00:00
1641384000000,46271.93,46820.83,45900.0,46007.99,106145.417,1641405599999,4922488177.98234,960651,52042.954,2414067671.80413,0,2022-01-05 12:00:00
1641405600000,46007.98,46326.8,42270.0,43421.69,277336.655,1641427199999,12298927204.93109,2488057,129860.749,5761633306.61418,0,2022-01-05 18:00:00
1641427200000,43421.7,43766.0,42566.73,43038.12,92129.268,1641448799999,3978225691.90389,853817,45165.439,1950574154.22149,0,2022-01-06 00:00:00
1641448800000,43038.13,43258.82,42385.83,42865.15,77001.844,1641470399999,3301597470.88736,792584,38235.159,1639791573.98616,0,2022-01-06 06:00:00
1641470400000,42865.14,43228.73,42629.75,42994.68,84741.449,1641491999999,3638013409.99247,835890,42378.52,1819549823.07003,0,2022-01-06 12:00:00
1641492000000,42994.0,43564.78,42965.7,43080.01,45637.29,1641513599999,1973087685.09234,484781,23127.037,999951444.91144,0,2022-01-06 18:00:00
1641513600000,43080.01,43135.0,40900.0,41835.97,136327.984,1641535199999,5719885921.31082,1215645,64425.427,2702927431.46307,0,2022-01-07 00:00:00
1641535200000,41835.97,42960.0,41216.26,42249.99,94939.523,1641556799999,3988456536.69013,909975,49510.786,2080317222.10073,0,2022-01-07 06:00:00
1641556800000,42250.0,42791.45,40456.56,41978.79,191663.093,1641578399999,7978465009.08731,1744668,94119.823,3920121841.27678,0,2022-01-07 12:00:00
1641578400000,41978.8,42056.36,41300.0,41553.86,50284.249,1641599999999,2097099525.51079,517235,25214.674,1051790800.29619,0,2022-01-07 18:00:00
1641600000000,41553.87,42247.36,41553.86,41954.47,40739.606,1641621599999,1705678517.89228,431852,21332.633,893181676.87986,0,2022-01-08 00:00:00
1641621600000,41953.06,42191.84,41711.35,41918.02,41822.003,1641643199999,1754201169.60557,465148,21075.942,884094198.72538,0,2022-01-08 06:00:00
1641643200000,41918.02,42040.23,40800.0,40846.58,82072.586,1641664799999,3405722585.30048,848527,39487.401,1639339149.10415,0,2022-01-08 12:00:00
1641664800000,40844.88,42335.0,40500.0,41688.05,119103.029,1641686399999,4914320294.60547,1207241,61167.618,2524622557.73035,0,2022-01-08 18:00:00
1641686400000,41688.05,42168.0,41380.0,41762.99,48534.047,1641707999999,2029022723.8237,515380,24162.76,1010320071.85079,0,2022-01-09 00:00:00
1641708000000,41762.99,42000.0,41400.0,41854.25,45063.036,1641729599999,1879750500.73949,474644,22960.998,957961034.43819,0,2022-01-09 06:00:00
1641729600000,41854.26,42200.0,41170.0,42084.96,67325.265,1641751199999,2809285644.2818,695908,34115.573,1423882736.85697,0,2022-01-09 12:00:00
1641751200000,42084.68,42773.85,41755.0,41851.22,62212.604,1641772799999,2629700418.64389,663115,31425.591,1328698463.85144,0,2022-01-09 18:00:00
1641772800000,41851.22,42219.84,41572.0,42006.0,42331.652,1641794399999,1773368841.74681,453544,21431.631,897999384.70617,0,2022-01-10 00:00:00
1641794400000,42006.01,42134.75,41422.0,41564.26,52688.34,1641815999999,2202540308.11119,546266,25865.091,1081472306.42502,0,2022-01-10 06:00:00
1641816000000,41564.26,42140.28,39610.0,41167.99,290328.729,1641837599999,11863787411.17245,2522258,142862.542,5841596394.47437,0,2022-01-10 12:00:00
1641837600000,41168.96,41990.0,41097.84,41801.55,68295.395,1641859199999,2837073709.30501,731090,35084.358,1457688719.137,0,2022-01-10 18:00:00
1641859200000,41801.55,42369.99,41537.0,42096.61,55031.263,1641880799999,2313927925.07945,568469,28234.023,1187310630.32289,0,2022-01-11 00:00:00
1641880800000,42096.61,42698.34,41561.25,41800.95,66703.803,1641902399999,2801974895.17716,672998,32253.472,1355389934.06569,0,2022-01-11 06:00:00
1641902400000,41800.07,43118.0,41255.0,42523.15,151283.188,1641923999999,6372463116.87103,1424633,77124.64,3249405815.7241,0,2022-01-11 12:00:00
1641924000000,42523.15,43080.52,42325.0,42700.68,50742.437,1641945599999,2168784840.4758,544775,25643.262,1096245441.56562,0,2022-01-11 18:00:00
1641945600000,42700.69,42949.97,42415.0,42688.49,34877.35,1641967199999,1487025808.4708,357071,17239.077,735117161.26273,0,2022-01-12 00:00:00
1641967200000,42688.5,43444.0,42450.0,42906.98,70287.524,1641988799999,3012255477.55994,648595,36792.945,1577192679.14761,0,2022-01-12 06:00:00
1641988800000,42906.98,44091.93,42848.38,43814.93,124327.397,1642010399999,5417528824.08378,1143213,63771.78,2779666182.28399,0,2022-01-12 12:00:00
1642010400000,43815.7,44300.0,43507.76,43880.72,51847.023,1642031999999,2272537553.90681,504358,26751.65,1173050397.95913,0,2022-01-12 18:00:00
1642032000000,43880.72,44034.98,43419.11,43645.7,34139.965,1642053599999,1490068951.4641,370934,16470.136,718855154.51981,0,2022-01-13 00:00:00
1642053600000,43645.71,43998.0,43466.76,43592.1,44661.431,1642075199999,1954006632.97823,476099,21184.293,927073379.0996,0,2022-01-13 06:00:00
1642075200000,43592.1,44396.68,42552.0,42800.0,150028.798,1642096799999,6515035550.77609,1374443,72101.372,3132592394.28317,0,2022-01-13 12:00:00
1642096800000,42800.01,42940.0,42301.16,42534.32,60458.986,1642118399999,2577805820.35335,620754,29849.929,1272907492.33787,0,2022-01-13 18:00:00
1642118400000,42538.72,42887.53,42350.0,42864.34,37668.227,1642139999999,1606188964.06514,399370,19203.61,818932844.80205,0,2022-01-14 00:00:00
1642140000000,42864.34,42950.7,41807.22,41983.12,74786.997,1642161599999,3165433804.92175,751223,35203.647,1490303331.86899,0,2022-01-14 06:00:00
1642161600000,41983.12,43350.0,41666.0,42904.07,116579.163,1642183199999,4974620442.80536,1075670,59769.485,2550967900.68636,0,2022-01-14 12:00:00
1642183200000,42904.07,43450.0,42758.46,43042.4,43482.69,1642204799999,1874518426.88583,485023,22258.374,959684370.59678,0,2022-01-14 18:00:00
1642204800000,43042.4,43161.54,42676.19,42965.67,31363.966,1642226399999,1347022965.27253,352405,15344.52,659149368.36453,0,2022-01-15 00:00:00
1642226400000,42965.68,43279.93,42854.01,42995.23,33090.364,1642247999999,1424237337.86519,369620,17064.306,734581937.0666,0,2022-01-15 06:00:00
1642248000000,42998.2,43570.0,42530.64,43348.2,72276.182,1642269599999,3112070203.91597,893876,36560.33,1574559469.16942,0,2022-01-15 12:00:00
1642269600000,43348.21,43800.0,43058.57,43070.51,47918.645,1642291199999,2079294554.57698,546176,24192.206,1050140919.23053,0,2022-01-15 18:00:00
1642291200000,43070.51,43136.68,42816.0,42941.14,31022.617,1642312799999,1333719078.72006,358209,14941.705,642515236.11745,0,2022-01-16 00:00:00
1642312800000,42940.65,43274.82,42750.0,42960.0,36721.664,1642334399999,1580612006.35456,462842,18785.482,808648548.03147,0,2022-01-16 06:00:00
1642334400000,42960.0,43464.71,42531.69,43059.54,74188.826,1642355999999,3196944513.52352,760071,37120.945,1600028522.38879,0,2022-01-16 12:00:00
1642356000000,43059.54,43250.0,42731.07,43060.66,35517.368,1642377599999,1527517124.83726,423212,17379.163,747527843.93968,0,2022-01-16 18:00:00
1642377600000,43060.66,43159.32,42222.0,42649.7,50282.287,1642399199999,2147358694.27703,540408,24479.411,1045746924.17417,0,2022-01-17 00:00:00
1642399200000,42649.7,42951.92,42555.01,42656.61,42037.106,1642420799999,1796988327.66646,481678,20851.478,891417055.95379,0,2022-01-17 06:00:00
1642420800000,42656.61,42768.95,41931.0,42108.49,73744.695,1642442399999,3126471091.87962,841654,35585.702,1509165642.14974,0,2022-01-17 12:00:00
1642442400000,42108.49,42368.0,41523.68,42176.34,66684.257,1642463999999,2799922625.79767,712595,32333.279,1357773092.95235,0,2022-01-17 18:00:00
1642464000000,42176.34,42413.0,41855.0,42084.88,40534.69,1642485599999,1708599254.90165,423919,20675.186,871560448.07731,0,2022-01-18 00:00:00
1642485600000,42084.87,42321.4,41379.39,41842.4,67254.838,1642507199999,2815542907.74858,679022,32343.019,1354309792.41285,0,2022-01-18 06:00:00
1642507200000,41842.4,41937.49,41260.0,41480.65,97322.335,1642528799999,4045624604.86993,843065,48563.242,2018959001.12523,0,2022-01-18 12:00:00
1642528800000,41480.65,42680.0,41380.22,42337.58,62360.602,1642550399999,2619904671.82768,659458,33072.052,1389744858.33069,0,2022-01-18 18:00:00
1642550400000,42337.58,42498.87,41550.0,41751.99,60877.945,1642571999999,2557162370.50205,552334,29625.716,1244562572.76905,0,2022-01-19 00:00:00
1642572000000,41752.0,42154.99,41115.64,42023.15,99942.087,1642593599999,4154350311.63908,890425,50070.668,2081813246.3425,0,2022-01-19 06:00:00
1642593600000,42023.97,42545.0,41683.33,42150.0,123182.089,1642615199999,5189336340.69438,1115673,62259.991,2623015587.88275,0,2022-01-19 12:00:00
1642615200000,42149.99,42220.0,41557.0,41657.89,49949.974,1642636799999,2088977375.27737,535020,24583.733,1028254385.4015,0,2022-01-19 18:00:00
1642636800000,41656.9,42068.12,41631.3,41878.84,34313.271,1642658399999,1435988939.75772,361713,17116.674,716363561.52406,0,2022-01-20 00:00:00
1642658400000,41878.83,42217.91,41803.0,42117.31,44615.84,1642679999999,1874334597.7651,451189,22944.431,964018638.46087,0,2022-01-20 06:00:00
1642680000000,42117.32,43495.0,41923.0,43020.35,145133.103,1642701599999,6219259208.16354,1319416,74960.734,3211514257.49852,0,2022-01-20 12:00:00
1642701600000,43020.35,43298.0,40550.0,40661.69,175755.838,1642723199999,7337885628.62026,1517022,83948.437,3507186490.21781,0,2022-01-20 18:00:00
1642723200000,40662.06,41095.76,38200.0,38888.95,227740.084,1642744799999,9006174869.94486,1917375,105137.928,4158789156.95457,0,2022-01-21 00:00:00
1642744800000,38888.96,39272.13,38516.24,38878.71,82620.744,1642766399999,3214276561.89566,848378,40300.747,1568139588.05093,0,2022-01-21 06:00:00
1642766400000,38878.72,39045.0,37648.16,38369.69,206266.848,1642787999999,7928605192.05021,1926540,100922.473,3880397564.65078,0,2022-01-21 12:00:00
1642788000000,38367.99,38634.57,35380.92,36425.98,273693.233,1642809599999,10153559920.02059,2420684,130603.502,4848696868.86746,0,2022-01-21 18:00:00
1642809600000,36426.46,36817.74,35598.52,35728.06,114589.472,1642831199999,4159754355.54637,997283,55926.477,2031013759.91662,0,2022-01-22 00:00:00
